区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型 
东城,和平里七区 ,3室1厅,72.42,850,117371,,东西,简装,无电梯,底层(共5层)1982年建板楼,,-
东城,幸福家园一期 ,3室1厅,126.41,1600,126573,,南北,精装,有电梯,低楼层(共14层)2002年建板塔结合,,-
东城,天利园 ,1室1厅,66.24,750,113225,,西南,简装,无,高楼层(共16层)2003年建板楼,,-
东城,豆瓣胡同 ,2室1厅,71.49,980,137083,,东西,精装,无,低楼层(共21层)2003年建板楼,,-
东城,北新桥头条 ,2室1厅,50.23,700,139359,,西南,简装,无电梯,高楼层(共6层)1984年建板楼,,-
东城,十字坡东里 ,2室1厅,56.45,700,124004,,南北,简装,无电梯,底层(共5层)1986年建板楼,,-
东城,朝阳门南小街 ,2室1厅,82.36,1050,127490,,东南,精装,有电梯,低楼层(共16层)2004年建板塔结合,,-
东城,新景家园西区 ,2室1厅,76.33,890,116599,,南北,精装,有电梯,高楼层(共16层)2004年建板塔结合,,-
东城,华龙美晟 ,1室1厅,50.97,420,82402,,东北,简装,有电梯,中楼层(共12层)2009年建塔楼,,-
东城,煤渣胡同 ,1室1厅,51.1,639,125049,房本满五年,东,简装,有电梯,低楼层(共9层)1990年建板塔结合,,-
东城,朝阳门南小街 ,2室1厅,69.53,990,142385,房本满五年,南北,精装,有电梯,顶层(共10层)2004年建板塔结合,,-
东城,和平里三区 ,2室1厅,58.18,650,111723,房本满五年,南北,精装,无电梯,顶层(共6层)1996年建板楼,,-
东城,前门东大街 ,2室1厅,62.57,700,111875,房本满五年,南北,其他,有电梯,高楼层(共12层)1979年建板塔结合,,-
东城,春秀路 ,2室1厅,66.22,729,110088,房本满五年,南,简装,有电梯,低楼层(共21层)1999年建塔楼,,-
东城,东直门南大街 ,3室1厅,89.39,1000,111870,房本满五年,南,简装,有电梯,顶层(共18层)1990年建板塔结合,,-
东城,安圣苑 ,4室2厅,200.32,1690,84366,房本满五年,东南,简装,有电梯,高楼层(共20层)2000年建塔楼,,-
东城,本家润园一期 ,3室1厅,184.6,2200,119177,房本满五年,南北,精装,有电梯,低楼层(共13层)2006年建板楼,,-
东城,长青园 ,2室1厅,81.11,645,79522,房本满五年,东南南,精装,无电梯,中楼层(共6层)1995年建板楼,,-
东城,太华公寓 ,2室1厅,153.41,1150,74963,房本满五年,西北,精装,有电梯,低楼层(共18层)2000年建塔楼,,-
东城,朝内大街201号院 ,2室2厅,66.34,995,149985,房本满五年,南北,其他,无电梯,顶层(共3层)1999年建板塔结合,,-
东城,和平里七区 ,3室1厅,98.99,1185,119710,房本满五年,南北,简装,无电梯,低楼层(共3层)1979年建板楼,,-
东城,民安小区东扬威街 ,2室1厅,73.17,970,132568,房本满五年,南北,精装,有电梯,低楼层(共14层)2002年建板楼,,-
东城,法华南里 ,2室1厅,76.84,537,69886,房本满五年,南北,精装,无电梯,地下室(共6层)1994年建板楼,,-
东城,恒基中心 ,2室1厅,101.96,950,93174,房本满五年,西,精装,无,中楼层(共23层)1997年建塔楼,,-
东城,东直门外小街8号院 ,3室1厅,78.1,820,104994,房本满五年,南北,简装,无电梯,底层(共6层)1995年建板楼,,-
东城,安化南里 ,2室2厅,80.09,930,116120,房本满五年,东南,精装,有电梯,中楼层(共16层)2007年建塔楼,,-
东城,天坛北里 ,2室1厅,65.99,720,109108,房本满五年,南,简装,无电梯,中楼层(共6层)1980年建板楼,,-
东城,东厂胡同 ,2室1厅,78.28,1050,134134,房本满五年,西北,精装,无电梯,中楼层(共5层)1987年建板楼,,-
东城,保利蔷薇 ,2室1厅,97.37,1260,129404,房本满五年,南北,精装,有电梯,高楼层(共16层)2008年建板塔结合,,-
东城,和平里二区 ,2室1厅,87.17,960,110130,,东,其他,有电梯,高楼层(共21层)2006年建塔楼,,-
东城,安定门东大街 ,1室1厅,43.55,650,149254,,南,精装,无电梯,中楼层(共6层)1985年建板楼,,-
东城,崇文门西大街 ,2室0厅,50.47,600,118883,,南,简装,有电梯,中楼层(共13层)1979年建板楼,,-
东城,当代MOMA ,3室1厅,205.43,2260,110014,,西南,精装,有电梯,中楼层(共21层)2008年建塔楼,,-
东城,花市枣苑一期 ,1室1厅,70.26,770,109593,,西,其他,有电梯,中楼层(共18层)2002年建塔楼,,-
东城,幸福家园三期 ,2室1厅,89.89,1100,122372,,东北,简装,有电梯,低楼层(共12层)2005年建板塔结合,,-
东城,新怡家园 ,2室1厅,128.07,1850,144453,,南,简装,有电梯,中楼层(共15层)2004年建板楼,,-
东城,新景家园东区 ,2室1厅,112.44,1380,122733,,南北,精装,有电梯,高楼层(共15层)2008年建板塔结合,,-
东城,新景家园东区 ,2室1厅,81.27,1024,126000,,南北,其他,有电梯,低楼层(共18层)2005年建板塔结合,,-
东城,东四十条甲34号院 ,3室1厅,78.82,920,116722,,南北,简装,无电梯,中楼层(共7层)1988年建板楼,,-
东城,体育馆西路2号院 ,2室1厅,54.37,600,110355,房本满五年,东西,精装,无电梯,高楼层(共6层)1990年建板楼,,-
东城,金世纪嘉园 ,1室1厅,64.84,655,101018,房本满五年,东南北,简装,无,低楼层(共21层)2004年建塔楼,,-
东城,东方银座 ,1室1厅,57.78,630,109035,房本满五年,北,简装,有电梯,中楼层(共25层)2003年建塔楼,,-
东城,清水苑 ,2室1厅,50.48,539.5,106875,房本满五年,南北,精装,无电梯,顶层(共6层)1995年建板楼,,-
东城,左安溪园 ,1室1厅,62.79,680,108298,房本满五年,北,简装,有电梯,低楼层(共16层)2007年建板塔结合,,-
东城,本家润园三期 ,1室1厅,47.86,502,104890,房本满五年,北,简装,有电梯,中楼层(共18层)2005年建塔楼,,-
东城,新景家园东区 ,2室1厅,85.07,1050,123428,房本满五年,东西,精装,有电梯,低楼层(共17层)2005年建板塔结合,,-
东城,东直门内北小街8号院 ,2室1厅,76.8,870,113282,房本满五年,南,精装,有电梯,底层(共13层)2003年建板塔结合,,-
东城,东堂子胡同 ,2室1厅,65.47,795,121430,房本满五年,东西,简装,无电梯,中楼层(共6层)1999年建板楼,,-
东城,朝阳门南小街 ,2室1厅,69.89,940,134498,房本满五年,东西,精装,有电梯,高楼层(共16层)2004年建板塔结合,,-
东城,东直门内北小街2号院 ,2室2厅,155.49,1288,82835,房本满五年,西北,其他,无,中楼层(共20层)2003年建塔楼,,-
东城,新奥洋房 ,2室1厅,97.69,810,82916,房本满五年,东西,精装,有电梯,中楼层(共11层)2005年建板塔结合,,-
东城,玉石胡同 ,1室1厅,41.32,520,125848,房本满五年,南,简装,无电梯,低楼层(共6层)1990年建板楼,,-
东城,万国城MOMA ,2室1厅,96.87,1400,144524,房本满五年,东北,精装,有电梯,高楼层(共27层)2004年建塔楼,,-
东城,十字坡西里 ,2室1厅,57.03,730,128003,房本满五年,南北,简装,无电梯,顶层(共6层)1983年建板楼,,-
东城,培新街乙5号院 ,2室2厅,114.64,1150,100315,房本满五年,南北,精装,有电梯,中楼层(共16层)1999年建板塔结合,,-
东城,望陶园小区 ,3室1厅,134.11,920,68601,房本满五年,东南,简装,有电梯,低楼层(共18层)1999年建塔楼,,-
东城,左安漪园 ,2室1厅,90.38,928,102678,,西南,简装,有电梯,低楼层(共15层)2004年建板塔结合,,-
东城,东花市北里西区 ,3室2厅,190.67,1630,85489,,南北,简装,有电梯,高楼层(共9层)1996年建板楼,,-
东城,冠城名敦道 ,1室0厅,58.39,490,83919,,南,精装,无,中楼层(共23层)2009年建塔楼,,-
东城,太华公寓 ,5室2厅,273.71,2135,78003,,南,简装,有电梯,顶层(共17层)2000年建塔楼,,-
东城,长青园 ,3室2厅,93.95,830,88345,,东南,精装,无电梯,顶层(共6层)1995年建板楼,,-
东城,青年沟 ,2室1厅,75.33,749,99430,,南,精装,无电梯,底层(共6层)1996年建板楼,,-
东城,和平里东街9号院 ,2室1厅,79.88,876,109665,,东北,精装,有电梯,高楼层(共16层)2000年建塔楼,,-
东城,安德路47号院 ,2室1厅,48.61,575,118289,,南,其他,无电梯,底层(共5层)1980年建板楼,,-
东城,小黄庄一区 ,2室1厅,70.01,750,107128,,东南,精装,有电梯,顶层(共21层)1990年建板塔结合,,-
东城,水上华城 ,1室2厅,83.62,930,111218,,北,其他,有电梯,高楼层(共24层)2008年建板塔结合,,-
东城,绿景馨园 ,1室0厅,76.96,923,119933,,南北,其他,无电梯,顶层(共6层)2004年建板楼,,-
东城,幸福家园一期 ,4室2厅,179.36,2100,117083,,东南北,简装,有电梯,顶层(共18层)2002年建塔楼,,-
东城,广渠家园 ,2室1厅,64.68,630,97403,,西,简装,有电梯,高楼层(共28层)2009年建塔楼,,-
东城,广渠家园 ,2室1厅,64.68,630,97403,房本满五年,西,简装,有电梯,高楼层(共28层)2009年建塔楼,,-
东城,国瑞城中区 ,2室1厅,84.25,835,99110,房本满五年,东西,其他,无,低楼层(共16层)2006年建板塔结合,,-
东城,崇文门东大街 ,2室1厅,55.95,630,112601,房本满五年,南,精装,有电梯,高楼层(共14层)1980年建板楼,,-
东城,新中西街 ,3室1厅,78.73,790,100343,房本满五年,东西北,简装,无电梯,中楼层(共7层)1990年建板楼,,-
东城,仓南胡同14号院 ,2室1厅,70.6,938,132862,房本满五年,南北,简装,无电梯,中楼层(共6层)1994年建板楼,,-
东城,新中西街 ,2室1厅,58.61,610,104078,房本满五年,南北,简装,无电梯,顶层(共7层)1990年建板楼,,-
东城,和平里七区 ,1室1厅,40.4,505,125000,房本满五年,南,精装,无电梯,中楼层(共5层)1987年建板楼,,-
东城,新怡家园 ,1室0厅,53.01,770,145256,房本满五年,北,精装,有电梯,低楼层(共13层)2006年建板楼,,-
东城,当代MOMA ,2室2厅,152.04,1850,121679,房本满五年,东北,精装,有电梯,低楼层(共21层)2008年建塔楼,,-
东城,万国城MOMA ,2室1厅,123.64,1700,137496,房本满五年,西,精装,有电梯,中楼层(共26层)2002年建塔楼,,-
东城,东环居苑 ,3室1厅,96.89,1060,109403,房本满五年,南北,其他,有电梯,低楼层(共18层)2004年建塔楼,,-
东城,美惠大厦 ,3室1厅,188.96,1300,68798,房本满五年,东西,精装,有电梯,中楼层(共15层)1998年建板塔结合,,-
东城,前门前 ,1室1厅,53.26,636,119415,房本满五年,东西,简装,有电梯,低楼层(共6层)2009年建板塔结合,,-
东城,阳光都市 ,3室2厅,201.42,2150,106743,房本满五年,西南,精装,有电梯,底层(共24层)2000年建塔楼,,-
东城,天坛西里东区 ,2室1厅,74.22,650,87578,房本满五年,南北,简装,无,中楼层(共6层)2001年建板楼,,-
东城,新景家园东区 ,2室1厅,115.56,1380,119419,房本满五年,南,简装,无,高楼层(共15层)2008年建板塔结合,,-
东城,东堂子胡同 ,3室1厅,80.06,880,109918,房本满五年,西,简装,无电梯,顶层(共6层)1990年建板楼,,-
东城,上龙西里 ,4室2厅,227.94,2100,92130,,南北,简装,有电梯,中楼层(共18层)1996年建塔楼,,-
东城,聚龙花园 ,3室1厅,192.04,1400,72902,,南北,精装,无,低楼层(共8层)1993年建板塔结合,,-
东城,花市枣苑三期 ,2室1厅,103.01,1150,111640,,东北,精装,有电梯,顶层(共18层)2004年建塔楼,,-
东城,胡家园小区 ,3室1厅,70.03,680,97102,,西北,精装,无,高楼层(共6层)1985年建板楼,,-
东城,贡院九号 ,3室2厅,177.19,1700,95943,,西北,其他,有电梯,中楼层(共18层)2009年建板塔结合,,-
东城,黄寺大街28号院 ,3室1厅,77.02,770,99975,,东西,简装,有电梯,中楼层(共14层)1991年建板楼,,-
东城,香河园北里 ,3室1厅,80.96,810,100050,,东西,简装,有电梯,高楼层(共14层)1986年建板塔结合,,-
东城,水上华城 ,1室1厅,71.93,860,119561,,西,精装,有电梯,高楼层(共22层)2006年建板塔结合,,-
东城,兴隆都市馨园 ,1室0厅,31.54,409,129677,,南,简装,有电梯,中楼层(共7层)2004年建塔楼,,-
东城,王家园胡同 ,2室1厅,73.38,800,109022,,南北,简装,无电梯,顶层(共6层)2000年建板楼,,-
东城,美术馆东街 ,2室1厅,57.41,770,134123,,南北,精装,无电梯,顶层(共6层)1985年建板楼,,-
东城,青年湖西里 ,2室1厅,60.54,868,143377,,南北,简装,无,低楼层(共6层)1990年建板楼,,-
东城,朝阳门内大街 ,2室1厅,68.96,700,101509,,南,其他,无电梯,中楼层(共5层)1988年建板楼,,-
东城,华普花园 ,8室2厅,390.44,2538,65004,房本满五年,西南,精装,有电梯,底层(共22层)2001年建塔楼,,-
东城,京禧阁 ,4室2厅,155.65,1450,93158,房本满五年,西北,精装,有电梯,高楼层(共22层)2013年建塔楼,,-
东城,当代MOMA ,4室2厅,261.19,2980,114094,房本满五年,南北,精装,有电梯,中楼层(共7层)2008年建板楼,,-
东城,法华南里 ,2室1厅,67.5,498,73778,房本满五年,南北,简装,无,地下室(共6层)1996年建板楼,,-
东城,兴隆都市馨园 ,3室1厅,93.73,990,105623,房本满五年,南北,简装,无,顶层(共6层)2003年建板塔结合,,-
东城,安德里北街24号院 ,2室1厅,59.75,866,144938,房本满五年,南北,简装,无电梯,低楼层(共6层)1983年建板楼,,-
东城,京宝花园 ,4室2厅,246.65,1500,60815,房本满五年,东西,简装,有电梯,低楼层(共12层)1994年建板楼,,-
东城,富贵园二区 ,2室1厅,76.39,830,108653,房本满五年,东北,简装,有电梯,中楼层(共18层)2003年建板塔结合,,-
东城,大羊宜宾胡同31号院 ,1室1厅,36.54,385,105364,房本满五年,南,简装,无电梯,地下室(共6层)1990年建板楼,,-
东城,金桥国际 ,2室1厅,89.49,880,98336,房本满五年,东,精装,有电梯,低楼层(共27层)2004年建塔楼,,-
东城,前门前 ,1室1厅,71.57,858,119883,房本满五年,东,简装,有电梯,中楼层(共6层)2009年建板塔结合,,-
东城,建国门南大街 ,2室1厅,68.87,850,123421,房本满五年,西北,其他,有电梯,低楼层(共14层)1989年建板塔结合,,-
东城,安化南里 ,1室1厅,60.87,670,110071,房本满五年,东南,毛坯,有电梯,中楼层(共16层)2007年建塔楼,,-
东城,苏州胡同 ,2室1厅,54.72,680,124270,房本满五年,西南,简装,无电梯,高楼层(共6层)1985年建板楼,,-
东城,十字坡东里 ,3室1厅,59.94,712,118786,房本满五年,南北,简装,无电梯,中楼层(共6层)1986年建板楼,,-
东城,东直门南大街 ,2室1厅,57.14,685,119881,房本满五年,东,简装,有电梯,低楼层(共18层)1990年建板塔结合,,-
东城,金桥国际 ,1室2厅,66.5,650,97745,,南,精装,有电梯,低楼层(共27层)2004年建塔楼,,-
东城,金鱼池西区 ,2室1厅,76,640,84211,,西,简装,无电梯,顶层(共6层)2002年建板塔结合,,-
东城,金桥国际 ,1室1厅,63.79,640,100330,,西,精装,有电梯,中楼层(共27层)2004年建塔楼,,-
东城,金桥国际 ,1室1厅,66.5,668,100452,,南,精装,有电梯,高楼层(共27层)2004年建塔楼,,-
东城,上龙西里 ,2室2厅,120.97,1450,119865,,西南,简装,有电梯,中楼层(共18层)1996年建塔楼,,-
东城,景泰东里 ,2室1厅,67.83,560,82560,,西,精装,有电梯,顶层(共9层)1994年建板塔结合,,-
东城,北河沿大街 ,3室1厅,73.09,850,116295,,东北,简装,无电梯,高楼层(共6层)1989年建塔楼,,-
东城,香河园北里 ,2室1厅,69.07,750,108586,,东西,精装,有电梯,中楼层(共14层)1986年建板塔结合,,-
东城,左安浦园 ,2室1厅,85.66,720,84054,,北,精装,有电梯,低楼层(共16层)2004年建板塔结合,,-
东城,中海紫御公馆 ,2室2厅,83.93,1008,120101,,东北,精装,有电梯,低楼层(共23层)2010年建板塔结合,,-
东城,新世界家园 ,2室1厅,103.15,1186,114979,,西北,其他,有电梯,低楼层(共11层)2004年建板楼,,-
东城,安外西河沿 ,2室1厅,55.11,588,106696,,东,简装,无,中楼层(共11层)1983年建板楼,,-
东城,工体3号 ,1室1厅,101.55,850,83703,,东,精装,无,高楼层(共17层)2013年建板塔结合,,-
东城,安德路55号院 ,2室0厅,53.11,610,114856,,南北,简装,无,底层(共3层)1958年建板楼,,-
东城,兴隆都市馨园 ,1室1厅,53.31,666,124930,房本满五年,南,精装,无电梯,中楼层(共6层)2003年建板楼,,-
东城,新奥洋房 ,3室1厅,110.09,935,84931,房本满五年,东南北,精装,无,低楼层(共8层)2005年建板楼,,-
东城,安外西河沿 ,2室1厅,55.11,595,107966,房本满五年,南北,简装,有电梯,低楼层(共12层)1983年建板楼,,-
东城,和平里七区 ,2室1厅,68.48,850,124124,房本满五年,东西,简装,无电梯,底层(共6层)1995年建板楼,,-
东城,春秀路 ,2室2厅,109.33,1090,99699,房本满五年,南北,简装,无电梯,顶层(共6层)1998年建板楼,,-
东城,天天家园 ,3室1厅,160.07,1300,81215,房本满五年,南北,精装,有电梯,高楼层(共11层)2003年建板塔结合,,-
东城,民安小区东直门内北小街 ,3室2厅,137.06,1600,116738,房本满五年,南北,精装,有电梯,顶层(共16层)2003年建板楼,,-
东城,和平里东街15号院 ,2室1厅,66.15,727,109902,房本满五年,南北,简装,无电梯,顶层(共6层)1985年建板楼,,-
东城,宝珠子胡同 ,1室1厅,40.81,450,110268,房本满五年,东,精装,无,高楼层(共7层)1988年建板楼,,-
东城,青年湖西里 ,2室1厅,57.51,840,146062,房本满五年,南北,简装,无,中楼层(共5层)1986年建板楼,,-
东城,兴隆都市馨园 ,1室1厅,53.15,678,127564,房本满五年,南,精装,无电梯,中楼层(共6层)2003年建板塔结合,,-
东城,兴隆都市馨园 ,1室1厅,53.14,680,127964,房本满五年,南,精装,无电梯,中楼层(共6层)2004年建板塔结合,,-
东城,三秀涵雅 ,1室1厅,66.58,680,102133,房本满五年,东,精装,有电梯,高楼层(共18层)2000年建塔楼,,-
东城,景泰西里西区 ,1室1厅,60.3,515,85407,房本满五年,南,简装,有电梯,低楼层(共10层)2005年建板塔结合,,-
东城,绿景苑 ,1室1厅,46.23,660,142765,房本满五年,南,精装,有电梯,低楼层(共12层)2002年建板塔结合,,-
东城,工体3号 ,1室1厅,104.99,850,80961,,东,精装,无,高楼层(共17层)2013年建板塔结合,,-
东城,新景家园东区 ,2室1厅,77.99,920,117964,,东南,精装,有电梯,顶层(共17层)2004年建板楼,,-
东城,民安小区东羊管胡同 ,2室1厅,73.99,920,124342,,南北,精装,有电梯,中楼层(共14层)2002年建板塔结合,,-
东城,和平里三区 ,3室1厅,70.95,879,123891,,南北,简装,无电梯,底层(共6层)1996年建板楼,,-
东城,保利蔷薇 ,1室1厅,60.66,720,118695,,北,精装,有电梯,中楼层(共16层)2008年建板塔结合,,-
东城,安外大街3号院 ,2室1厅,59.05,679,114988,,南北,简装,无电梯,中楼层(共6层)1988年建板楼,,-
东城,东后河沿 ,3室2厅,202.06,1925,95269,,南,精装,有电梯,中楼层(共16层)1999年建板塔结合,,-
东城,北京上舍 ,4室2厅,278.79,2780,99717,,东西,精装,无电梯,中楼层(共6层)2008年建板楼,,-
东城,天天家园 ,3室2厅,153.21,1050,68534,,西北,简装,有电梯,中楼层(共11层)2002年建板塔结合,,-
东城,法华南里 ,3室2厅,110.54,1080,97703,,南北,精装,无电梯,高楼层(共6层)1990年建板楼,,-
东城,太华公寓 ,2室1厅,151.41,1350,89162,,东,精装,有电梯,中楼层(共17层)2000年建塔楼,,-
东城,龙潭西里 ,1室1厅,55.38,553.8,100000,,西,精装,无电梯,低楼层(共6层)2000年建板楼,,-
东城,金鱼池中区 ,2室1厅,66.37,430,64789,,南北,精装,无电梯,地下室(共6层)2002年建板塔结合,,-
东城,安德路47号院 ,2室1厅,57.22,595,103985,,南北,简装,无电梯,高楼层(共7层)1989年建板楼,,-
东城,东四块玉北街 ,2室1厅,69.33,580,83658,,东西,简装,无电梯,顶层(共6层)1994年建板楼,,-
东城,安德路47号院 ,2室1厅,57.22,595,103985,房本满五年,南北,简装,无电梯,高楼层(共7层)1989年建板楼,,-
东城,新景家园东区 ,1室1厅,62.34,730,117100,房本满五年,东南,精装,有电梯,中楼层(共12层)2004年建板楼,,-
东城,巷上嘉园 ,2室1厅,96.6,1220,126294,房本满五年,东南,简装,无,高楼层(共24层)2005年建板塔结合,,-
东城,金鱼池中区 ,2室1厅,66.37,430,64789,房本满五年,南北,精装,无电梯,地下室(共6层)2002年建板塔结合,,-
东城,美术馆后街 ,2室1厅,60.3,898,148923,房本满五年,东西,精装,有电梯,中楼层(共10层)1988年建板塔结合,,-
东城,青年湖北里 ,2室1厅,56.64,623,109993,房本满五年,南北,简装,无,顶层(共5层)1988年建板楼,,-
东城,安德路47号院 ,1室1厅,42.73,498,116546,房本满五年,南,简装,无,中楼层(共7层)1989年建板楼,,-
东城,安外大街3号院 ,2室1厅,64.56,730,113074,房本满五年,东西,简装,有电梯,低楼层(共12层)1988年建板塔结合,,-
东城,京禧阁 ,1室1厅,70.69,775,109634,,东,精装,无,低楼层(共22层)2013年建塔楼,,-
东城,新景家园东区 ,2室1厅,80.55,926,114960,,南北,简装,有电梯,底层(共16层)2002年建板塔结合,,-
东城,华普花园 ,4室0厅,205.91,1600,77704,,北,其他,有电梯,低楼层(共22层)2001年建塔楼,,-
东城,悠胜美苑 ,3室1厅,127.82,998,78079,,西南,精装,有电梯,中楼层(共18层)2000年建塔楼,,-
东城,绿景苑 ,2室1厅,69.61,750,107744,,东,精装,有电梯,低楼层(共14层)2000年建板塔结合,,-
东城,本家润园一期 ,3室2厅,163.49,2200,134565,,南北,精装,有电梯,低楼层(共11层)2005年建板楼,,-
东城,灯市口大街 ,2室0厅,74.3,900,121131,,东北,精装,有电梯,低楼层(共12层)1990年建板塔结合,,-
东城,东四块玉南街30号院 ,2室1厅,58.08,538,92631,,南北,简装,无,顶层(共6层)1980年建板楼,,-
东城,远洋德邑 ,1室1厅,59.16,640,108182,,西,其他,有电梯,高楼层(共13层)2003年建板塔结合,,-
东城,左安溪园 ,2室2厅,102.78,1140,110917,,西,精装,有电梯,中楼层(共16层)2004年建板塔结合,,-
东城,新景家园西区 ,2室2厅,116.17,1089,93742,,西北,精装,有电梯,中楼层(共11层)2001年建板塔结合,,-
东城,禄米仓胡同 ,2室1厅,73.6,1100,149457,,东西,精装,无,中楼层(共6层)2003年建板楼,,-
东城,金桥国际 ,1室1厅,63.35,605,95502,,东,精装,有电梯,低楼层(共27层)2004年建塔楼,,-
东城,水上华城 ,3室2厅,144.43,1620,112166,,东西,精装,有电梯,中楼层(共20层)2004年建板楼,,-
东城,青年湖东里 ,2室1厅,55.58,720,129544,,东西,简装,无电梯,中楼层(共6层)1988年建板楼,,-
东城,三秀涵雅 ,2室0厅,73.32,800,109111,,北,精装,有电梯,高楼层(共18层)2000年建塔楼,,-
东城,体育馆路 ,2室1厅,48.35,495,102379,,南北,精装,无,中楼层(共5层)1970年建板楼,,-
东城,北官厅胡同2号院 ,2室1厅,58.28,780,133837,,南北,简装,无,高楼层(共6层)1988年建板楼,,-
东城,国瑞城西区 ,1室1厅,122.47,1080,88185,,西,精装,无,低楼层(共16层)2009年建塔楼,,-
东城,西草市东街甲34号院 ,2室1厅,54.61,520,95221,,东西,简装,无电梯,顶层(共6层)1980年建板楼,,-
东城,禄米仓胡同67号院 ,2室1厅,63.16,947,149937,,南西北,精装,无,高楼层(共6层)1994年建板楼,,-
东城,太华公寓 ,3室2厅,279.11,2235,80076,,东南,精装,有电梯,高楼层(共18层)2000年建塔楼,,-
东城,太华公寓 ,1室0厅,58.49,538,91982,房本满五年,北,简装,有电梯,中楼层(共18层)2000年建塔楼,,-
东城,东四块玉南街 ,2室1厅,64.74,650,100402,房本满五年,东西,简装,无,低楼层(共6层)1992年建,,-
东城,海晟国际公寓 ,1室1厅,72.71,900,123780,房本满五年,南,精装,有电梯,中楼层(共17层)2007年建板塔结合,,-
东城,海运仓小区 ,2室1厅,61.55,765,124290,房本满五年,东西,简装,无电梯,底层(共5层)2003年建板楼,,-
东城,天坛东里中区 ,2室1厅,45.06,425,94319,房本满五年,南,简装,无电梯,底层(共5层)1980年建板楼,,-
东城,金桥国际 ,2室2厅,134.99,1200,88896,房本满五年,东,精装,有电梯,高楼层(共27层)2004年建塔楼,,-
东城,光明楼 ,3室1厅,69.67,800,114828,房本满五年,南北,简装,无电梯,高楼层(共6层)1991年建板楼,,-
东城,金世纪嘉园 ,3室1厅,109.44,950,86806,房本满五年,南北,精装,有电梯,中楼层(共21层)2005年建塔楼,,-
东城,NAGA上院 ,3室1厅,302.42,2900,95894,房本满五年,西南,精装,有电梯,低楼层(共12层)2008年建塔楼,,-
东城,城市亮点 ,1室1厅,47.11,455,96583,房本满五年,西,简装,无,高楼层(共12层)2003年建板塔结合,,-
东城,朝阳门内大街 ,2室1厅,50.56,470,92959,房本满五年,南北,简装,无电梯,地下室(共6层)1991年建板楼,,-
东城,天天家园 ,3室2厅,157.05,1099,69978,房本满五年,东,简装,无,中楼层(共11层)2002年建板塔结合,,-
东城,东直门内北小街16号 ,2室2厅,96.97,1000,103125,,东西,简装,有电梯,低楼层(共10层)2003年建板塔结合,,-
东城,海晟国际公寓 ,1室1厅,64.67,900,139169,,东,精装,有电梯,高楼层(共22层)2007年建板塔结合,,-
东城,金世纪嘉园 ,1室1厅,78.4,850,108419,,西南,简装,有电梯,顶层(共18层)2003年建塔楼,,-
东城,和平里五区 ,1室1厅,40.98,508,123963,,东南,简装,无电梯,顶层(共6层)1996年建板楼,,-
东城,金宝街 ,4室2厅,292.35,3685,126048,,南北,精装,无,低楼层(共17层)2008年建,,-
东城,金桥国际 ,1室1厅,63.79,640,100330,,西北,毛坯,有电梯,顶层(共27层)2004年建塔楼,,-
东城,万国城MOMA ,1室0厅,59.11,760,128574,,南,精装,有电梯,中楼层(共27层)2004年建塔楼,,-
东城,左安漪园 ,3室2厅,139.34,1320,94733,,东北,简装,有电梯,中楼层(共18层)2004年建板塔结合,,-
东城,东方财富 ,1室0厅,44.82,536,119590,,东,精装,有电梯,高楼层(共15层)2006年建板塔结合,,-
东城,新景家园西区 ,2室1厅,92.75,970,104583,,西,简装,有电梯,中楼层(共11层)2001年建板塔结合,,-
东城,胡家园小区 ,1室1厅,38.45,390,101431,,东南,精装,无,中楼层(共20层)1992年建塔楼,,-
东城,民安小区东直门内北小街 ,2室1厅,74.63,930,124615,,东西,精装,有电梯,中楼层(共16层)2003年建板楼,,-
东城,工体北路 ,2室1厅,64.67,679,104995,,东北,精装,有电梯,中楼层(共16层)1988年建塔楼,,-
东城,领行国际 ,2室1厅,104.99,1050,100010,,南,精装,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,板厂南里 ,2室1厅,50.39,660,130979,,东西,精装,无电梯,底层(共5层)1980年建板楼,,-
东城,龙潭北里三条 ,3室1厅,60.01,608,101317,,南北,简装,无电梯,中楼层(共5层)1965年建板楼,,-
东城,崇文门东大街 ,1室1厅,43.84,495,112911,,南,简装,有电梯,高楼层(共12层)1980年建板塔结合,,-
东城,青年湖东里 ,2室1厅,51.66,600,116145,,东西,简装,无电梯,底层(共6层)1982年建板楼,,-
东城,万国城MOMA ,1室0厅,59.11,730,123499,房本满五年,南,精装,有电梯,低楼层(共27层)2004年建塔楼,,-
东城,崇文门东大街 ,3室1厅,99.55,1050,105475,房本满五年,南北,精装,有电梯,中楼层(共17层)1980年建塔楼,,-
东城,东方银座 ,1室1厅,57.78,640,110765,房本满五年,西,精装,有电梯,顶层(共25层)2003年建塔楼,,-
东城,领行国际 ,2室1厅,106,850,80189,房本满五年,东,其他,有电梯,中楼层(共21层)2005年建板塔结合,,-
东城,景泰东里 ,1室1厅,52.25,410,78469,房本满五年,南,简装,无,底层(共9层)1994年建板塔结合,,-
东城,新景家园东区 ,2室1厅,80.7,880,109046,房本满五年,南北,精装,有电梯,高楼层(共12层)2004年建板楼,,-
东城,赵堂子胡同 ,2室1厅,59.95,660,110092,房本满五年,南北,精装,无电梯,高楼层(共6层)1990年建板楼,,-
