区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型 
西城,教场口6号院 ,1室1厅,56.51,820,145108,房本满五年,东西,精装,无电梯,中楼层(共6层)2003年建板楼,,-
西城,月坛北街 ,2室1厅,53.4,694,129963,房本满五年,南,其他,无电梯,顶层(共6层)1975年建板楼,,-
西城,金宸国际公寓 ,3室2厅,150,2050,136667,,西北,简装,有电梯,高楼层(共13层)2000年建塔楼,,-
西城,白云观 ,1室1厅,56.7,765,134921,,东南,简装,无,中楼层(共6层)1991年建板楼,,-
西城,贵仁居 ,1室0厅,119.23,995,83453,,东南,精装,有电梯,中楼层(共18层)2007年建塔楼,,-
西城,黄寺大街24号院 ,2室1厅,60,800,133334,,南北,精装,无电梯,低楼层(共6层)1995年建板楼,,-
西城,阜成门南大街 ,3室1厅,69.1,800,115775,,东西,精装,无,中楼层(共14层)1980年建板塔结合,,-
西城,玉桃园三区 ,3室1厅,89.2,1060,118835,,东西,精装,无电梯,顶层(共6层)1997年建板楼,,-
西城,裕中东里 ,2室1厅,60.5,905,149587,,南北,简装,无电梯,顶层(共6层)1983年建板楼,,-
西城,真武庙六里 ,2室1厅,78.2,960,122763,,南北,简装,有电梯,中楼层(共18层)1988年建塔楼,,-
西城,南线里小区 ,3室2厅,114.79,1000,87116,,东南,简装,有电梯,中楼层(共22层)1990年建塔楼,,-
西城,红莲晴园 ,3室2厅,109.61,1041,94974,,南东北,简装,有电梯,底层(共22层)2000年建塔楼,,-
西城,教场口9号院 ,2室1厅,75.34,950,126096,,西南,其他,有电梯,低楼层(共22层)2003年建塔楼,,-
西城,黄瓜园 ,2室1厅,72.4,800,110498,房本满五年,西北,简装,无电梯,底层(共4层)1957年建板楼,,-
西城,教场口9号院 ,3室1厅,85.29,1236,144918,房本满五年,西南,精装,有电梯,中楼层(共19层)2003年建塔楼,,-
西城,玉桃园三区 ,3室1厅,85.2,1000,117371,房本满五年,南北,简装,无电梯,顶层(共5层)1990年建板楼,,-
西城,荣丰2008 ,1室0厅,30.06,350,116434,房本满五年,北,简装,有电梯,中楼层(共26层)2006年建塔楼,,-
西城,荣丰2008 ,1室0厅,22.22,300,135014,房本满五年,北,简装,无,低楼层(共20层)2004年建塔楼,,-
西城,天宁寺前街南里 ,3室1厅,97.47,1000,102596,房本满五年,南北,精装,无,高楼层(共6层)1991年建板楼,,-
西城,手帕口北街 ,3室1厅,93.5,930,99466,房本满五年,南北,简装,无电梯,高楼层(共6层)1980年建板楼,,-
西城,大井胡同 ,3室1厅,65.6,980,149391,房本满五年,南北,精装,无电梯,底层(共6层)1989年建板楼,,-
西城,真武庙二里 ,2室1厅,87.3,950,108821,房本满五年,北,精装,无电梯,中楼层(共4层)1955年建板楼,,-
西城,裕中东里 ,2室1厅,59,800,135594,房本满五年,南北,简装,无电梯,顶层(共6层)1988年建板楼,,-
西城,手帕口南街 ,2室1厅,68.56,588,85765,房本满五年,东,简装,无,顶层(共6层)1996年建板楼,,-
西城,马连道路5号院 ,2室1厅,60.69,550,90625,房本满五年,南北,简装,无电梯,顶层(共6层)1981年建板楼,,-
西城,广安门小区 ,3室2厅,130.92,988,75466,房本满五年,东南北,简装,无电梯,顶层(共6层)1997年建板楼,,-
西城,地藏庵 ,3室0厅,85.3,1041,122040,房本满五年,南北,简装,无电梯,中楼层(共4层)1967年建板楼,,-
西城,虎坊路小区 ,2室1厅,57.37,840,146418,房本满五年,南北,简装,无电梯,顶层(共6层)1983年建板楼,,-
西城,里仁街6号院 ,3室1厅,70.64,740,104757,房本满五年,东南北,简装,无,高楼层(共6层)1988年建板楼,,-
西城,马连道中里 ,2室1厅,62.76,659,105004,房本满五年,东西,精装,无电梯,中楼层(共6层)1996年建板楼,,-
西城,前桃园1号 ,1室1厅,51.7,616,119149,房本满五年,东,精装,无电梯,高楼层(共6层)1990年建板楼,,-
西城,太仆寺33号院 ,2室1厅,54.3,782.5,144100,房本满五年,东北,简装,有电梯,底层(共6层)2001年建板楼,,-
西城,德胜门外大街1号院 ,2室1厅,70.33,1050,149297,房本满五年,东南西,精装,无电梯,中楼层(共6层)1990年建板楼,,-
西城,裕中东里 ,2室1厅,60.4,905,149835,房本满五年,南北,精装,无电梯,低楼层(共6层)1991年建板楼,,-
西城,朱雀门 ,4室2厅,282.92,3800,134314,房本满五年,南北,精装,有电梯,高楼层(共8层)2008年建板楼,,-
西城,广益大厦 ,2室1厅,128.09,980,76509,房本满五年,南北,精装,有电梯,高楼层(共16层)2006年建板塔结合,,-
西城,天泽园 ,2室1厅,112.49,1300,115566,房本满五年,东南,简装,无电梯,低楼层(共6层)2001年建板楼,,-
西城,万博苑 ,3室1厅,152.15,1370,90043,房本满五年,东北,精装,有电梯,高楼层(共24层)1999年建塔楼,,-
西城,阜成门外北街 ,2室1厅,49.2,530,107724,房本满五年,东西北,简装,无电梯,中楼层(共5层)1965年建板楼,,-
西城,黄寺大街24号院 ,2室1厅,54.7,790,144425,,东西,精装,无电梯,高楼层(共6层)1991年建板楼,,-
西城,广华轩 ,3室2厅,184.1,1400,76046,,南北,精装,无,高楼层(共24层)2000年建塔楼,,-
西城,真武庙六里 ,2室1厅,65.8,888,134955,,东,简装,有电梯,高楼层(共18层)1989年建塔楼,,-
西城,德胜置业 ,3室2厅,197.09,2000,101477,,南,精装,有电梯,高楼层(共20层)2005年建板楼,,-
西城,阜成门南大街 ,2室1厅,55.2,662,119928,房本满五年,东,简装,有电梯,中楼层(共14层)1985年建板楼,,-
西城,椿树园 ,2室1厅,87.92,1140,129664,房本满五年,西北,精装,有电梯,中楼层(共17层)1998年建塔楼,,-
西城,万博苑 ,3室1厅,152.15,1370,90043,房本满五年,东北,精装,有电梯,高楼层(共24层)1999年建塔楼,,-
西城,双旗杆东里 ,2室1厅,49.4,716,144940,房本满五年,南北,精装,无电梯,中楼层(共5层)1974年建板楼,,-
西城,清芷园 ,2室1厅,93.53,1000,106918,房本满五年,东北,其他,有电梯,中楼层(共18层)2003年建塔楼,,-
西城,荣丰2008 ,3室1厅,114.96,1150,100035,房本满五年,西北,精装,无,底层(共26层)2006年建塔楼,,-
西城,马甸南村 ,2室1厅,63.2,850,134494,房本满五年,西南,简装,无,高楼层(共18层)1992年建塔楼,,-
西城,德外大街4号院 ,3室1厅,112.7,1633,144898,房本满五年,西南,简装,无,中楼层(共22层)1999年建塔楼,,-
西城,车公庄北里 ,1室1厅,41.47,490,118158,房本满五年,南,简装,无电梯,顶层(共6层)1986年建板楼,,-
西城,安德路 ,2室1厅,63.5,915,144095,房本满五年,南北,简装,无电梯,中楼层(共6层)1993年建板楼,,-
西城,京师吉地 ,1室0厅,59.27,888,149823,房本满五年,东,精装,有电梯,中楼层(共20层)2011年建板塔结合,,-
西城,新风南里 ,3室1厅,71.7,1050,146444,房本满五年,南北,简装,无,中楼层(共5层)1984年建板楼,,-
西城,白云观 ,1室1厅,44.4,590,132883,房本满五年,西,精装,有电梯,中楼层(共11层)1992年建板楼,,-
西城,国英一号 ,5室2厅,225.68,1290,57161,房本满五年,南北,简装,有电梯,低楼层(共14层)2000年建板塔结合,,-
西城,华龙大厦 ,2室2厅,152.66,1068,69960,,东,简装,有电梯,高楼层(共25层)2006年建塔楼,,-
西城,椿树馆街35号院 ,2室1厅,61.79,700,113287,,东西,其他,无电梯,低楼层(共6层)1983年建板楼,,-
西城,广华轩 ,3室2厅,133.58,1250,93577,,西南,简装,无,低楼层(共24层)1999年建塔楼,,-
西城,清芷园 ,4室2厅,245.38,2180,88842,,南北,精装,有电梯,底层(共16层)2003年建板楼,,-
西城,新风北街 ,2室1厅,67.9,1000,147276,,东西,精装,无电梯,高楼层(共6层)1995年建板楼,,-
西城,德宝新园 ,3室1厅,89.1,1070,120090,,南北,精装,无电梯,顶层(共6层)1992年建板楼,,-
西城,虎坊路小区 ,3室1厅,73.97,968,130864,,东西,简装,无电梯,顶层(共6层)1980年建板楼,,-
西城,广安门外南街 ,2室1厅,54.61,580,106208,,东北,精装,无电梯,顶层(共6层)1981年建板楼,,-
西城,北礼士路62号院 ,2室1厅,94.8,1120,118144,,东,简装,有电梯,中楼层(共12层)1997年建板塔结合,,-
西城,黄寺大街24号院 ,2室1厅,88.2,1150,130386,,西,精装,有电梯,低楼层(共18层)1999年建塔楼,,-
西城,教场口9号院 ,2室1厅,77.45,1022,131957,,西南,精装,有电梯,中楼层(共20层)2003年建塔楼,,-
西城,红居南街 ,2室1厅,59.87,583,97378,,南北,简装,无电梯,顶层(共6层)1995年建板楼,,-
西城,双旗杆东里 ,2室1厅,59.2,800,135136,,南北,简装,无,中楼层(共5层)1979年建板楼,,-
西城,万明路18号院 ,3室1厅,81.51,900,110416,,东北,简装,有电梯,中楼层(共16层)1989年建塔楼,,-
西城,裕中西里 ,2室1厅,72.38,1085,149904,,西南,精装,有电梯,高楼层(共20层)1991年建塔楼,,-
西城,广安门外大街 ,1室1厅,54.34,570,104896,,西,精装,有电梯,中楼层(共18层)1995年建塔楼,,-
西城,双旗杆东里 ,2室1厅,59.2,800,135136,房本满五年,南北,简装,无,中楼层(共5层)1979年建板楼,,-
西城,红居南街 ,2室1厅,59.87,583,97378,房本满五年,南北,简装,无电梯,顶层(共6层)1995年建板楼,,-
西城,新风南里 ,2室1厅,62.8,940,149682,房本满五年,南北,简装,无电梯,高楼层(共6层)1990年建板楼,,-
西城,小红庙南里 ,2室1厅,65.88,620,94111,房本满五年,东西,简装,有电梯,中楼层(共18层)1989年建塔楼,,-
西城,教场口9号院 ,2室1厅,78.13,970,124153,房本满五年,西,精装,有电梯,中楼层(共19层)2005年建塔楼,,-
西城,清芷园 ,3室1厅,95.78,1050,109627,房本满五年,东,简装,有电梯,中楼层(共18层)2000年建板塔结合,,-
西城,考拉社区 ,1室0厅,60.83,550,90416,房本满五年,西,精装,有电梯,低楼层(共21层)2006年建塔楼,,-
西城,广安门外大街 ,1室1厅,54.34,570,104896,房本满五年,西,精装,有电梯,中楼层(共18层)1995年建塔楼,,-
西城,荣丰2008 ,1室1厅,31.86,470,147521,房本满五年,南,简装,有电梯,顶层(共20层)2004年建塔楼,,-
西城,裕中西里 ,2室1厅,72.4,998,137846,房本满五年,西北,精装,有电梯,高楼层(共24层)1991年建板塔结合,,-
西城,宣武门西大街 ,3室0厅,68.32,785,114901,房本满五年,南北,简装,有电梯,低楼层(共12层)1979年建板楼,,-
西城,荣丰2008 ,2室0厅,30.79,460,149400,房本满五年,北,精装,有电梯,低楼层(共10层)2005年建塔楼,,-
西城,裕中西里 ,1室1厅,51.7,770,148937,,南,其他,有电梯,中楼层(共20层)1992年建塔楼,,-
西城,六铺炕三区 ,3室1厅,76.4,1115,145943,,南北,其他,无电梯,中楼层(共5层)1985年建板楼,,-
西城,荣丰2008 ,1室0厅,36.65,410,111870,,西,简装,有电梯,低楼层(共26层)2006年建塔楼,,-
西城,荣丰2008 ,1室0厅,30.25,450,148761,,北,精装,无,中楼层(共26层)2006年建塔楼,,-
西城,天宁寺西里 ,2室1厅,64.37,608,94454,,北,简装,无电梯,中楼层(共6层)1991年建板楼,,-
西城,双旗杆东里 ,3室1厅,82.2,1020,124088,,西北,精装,无,中楼层(共18层)1994年建塔楼,,-
西城,五路通北街3号院 ,2室1厅,53,720,135850,,南北,简装,无,中楼层(共5层)1978年建板楼,,-
西城,汽北小区 ,1室1厅,48.4,517,106819,,西南,简装,无电梯,顶层(共3层)1950年建板楼,,-
西城,马连道中里 ,2室1厅,74.13,730,98476,,东南北,简装,有电梯,中楼层(共18层)1997年建塔楼,,-
西城,车公庄北里 ,3室2厅,199,2200,110553,,南北,简装,无电梯,底层(共6层)1998年建板楼,,-
西城,小石桥胡同3号院 ,3室1厅,69.9,1048,149929,,南北,精装,无电梯,中楼层(共6层)1989年建板楼,,-
西城,西直门南大街 ,3室1厅,86.7,1000,115341,,东西,简装,有电梯,高楼层(共18层)1989年建塔楼,,-
西城,荣丰2008 ,1室1厅,32.5,480,147693,,南,简装,有电梯,高楼层(共20层)2004年建塔楼,,-
西城,格调 ,2室1厅,108.31,1230,113563,,东南,其他,无,中楼层(共24层)2007年建板塔结合,,-
西城,蝶翠华庭 ,3室1厅,130.21,1350,103679,,西南,简装,有电梯,低楼层(共29层)2003年建塔楼,,-
西城,裕中西里 ,2室1厅,71.5,1072,149931,,西南,简装,有电梯,低楼层(共20层)1983年建塔楼,,-
西城,天桥北里 ,3室1厅,100.71,950,94331,,南北,简装,有电梯,中楼层(共9层)2002年建板塔结合,,-
西城,马甸南村 ,2室1厅,55.2,800,144928,,西,精装,有电梯,中楼层(共16层)1985年建塔楼,,-
西城,马甸南村 ,2室1厅,55.2,800,144928,房本满五年,西,精装,有电梯,中楼层(共16层)1985年建塔楼,,-
西城,四合上院 ,2室1厅,97.13,1455,149800,房本满五年,南,精装,无,中楼层(共16层)2010年建板塔结合,,-
西城,车站东街15号院 ,2室1厅,64.28,650,101121,房本满五年,南,简装,无,中楼层(共6层)1997年建板楼,,-
西城,万和世家 ,3室1厅,160.35,2004,124977,房本满五年,南北,简装,无,中楼层(共8层)2003年建板楼,,-
西城,广安门外南街 ,2室1厅,58.71,620,105604,房本满五年,南北,简装,无电梯,顶层(共6层)1992年建板楼,,-
西城,双旗杆东里 ,2室1厅,66.1,950,143722,房本满五年,东南,简装,有电梯,高楼层(共18层)1998年建塔楼,,-
西城,畅柳园 ,1室1厅,54.25,596,109862,房本满五年,北,精装,有电梯,低楼层(共14层)2003年建板塔结合,,-
西城,塔院胡同12号院 ,2室1厅,58.1,799,137522,房本满五年,南北,其他,无电梯,高楼层(共6层)1985年建板楼,,-
西城,安德馨居 ,4室1厅,200.46,2230,111245,房本满五年,南北,精装,有电梯,中楼层(共7层)2003年建板楼,,-
西城,冰窖口胡同79号 ,2室1厅,50.6,758.9,149981,房本满五年,南,精装,无电梯,顶层(共5层)1976年建板楼,,-
西城,丽水莲花 ,1室1厅,66.91,700,104619,房本满五年,西,精装,有电梯,中楼层(共28层)2006年建塔楼,,-
西城,真武庙 ,2室1厅,53.1,690,129944,房本满五年,东西,简装,无电梯,顶层(共6层)1980年建板楼,,-
西城,红莲南里 ,1室1厅,42.86,395,92161,房本满五年,南,简装,有电梯,低楼层(共18层)1990年建塔楼,,-
西城,广安门外南街 ,1室1厅,55.89,530,94830,,东,其他,有电梯,中楼层(共13层)1998年建板塔结合,,-
西城,玺源台 ,2室1厅,111.23,1400,125866,,南,精装,有电梯,高楼层(共27层)2013年建板楼,,-
西城,车站东街15号院 ,2室1厅,72.57,720,99215,,南北,其他,无,高楼层(共6层)1997年建板楼,,-
西城,汽南小区 ,4室1厅,126.8,1500,118297,,西南,简装,无电梯,顶层(共3层)1954年建板楼,,-
西城,荣丰2008 ,1室1厅,35.1,480,136753,,东南,精装,有电梯,顶层(共12层)2005年建塔楼,,-
西城,万和世家 ,3室2厅,200.31,2203.5,110000,,南北,简装,有电梯,顶层(共8层)2003年建板楼,,-
西城,畅柳园 ,2室1厅,98.36,1000,101668,,东北,简装,有电梯,低楼层(共16层)2004年建塔楼,,-
西城,国英绿景公寓 ,3室2厅,165.28,1600,96806,,西南,简装,有电梯,中楼层(共11层)2002年建塔楼,,-
西城,红莲中里 ,2室1厅,70.43,700,99390,,东南,其他,有电梯,中楼层(共18层)1996年建塔楼,,-
西城,展览路 ,2室1厅,57.3,687,119896,,东,精装,有电梯,低楼层(共10层)1989年建板塔结合,,-
西城,复兴门外大街 ,2室1厅,60.3,800,132670,,南,其他,有电梯,低楼层(共12层)1979年建板塔结合,,-
西城,塔院胡同12号院 ,2室1厅,58.1,820,141136,,南北,精装,无电梯,低楼层(共6层)1986年建板楼,,-
西城,天桥北里 ,2室1厅,79.05,755,95510,,东南,简装,有电梯,低楼层(共12层)2002年建塔楼,,-
西城,人定湖西里 ,2室1厅,56,839,149822,,南西北,精装,无电梯,顶层(共4层)1970年建板楼,,-
西城,乐城 ,1室0厅,41.61,475,114156,,北,简装,有电梯,低楼层(共24层)2004年建板塔结合,,-
西城,锦上国际公寓 ,1室1厅,61.47,635,103303,,南,精装,有电梯,顶层(共16层)2007年建塔楼,,-
西城,裕中东里 ,3室1厅,71.7,1070,149233,,南北,精装,无电梯,顶层(共6层)1986年建板楼,,-
西城,裕中东里 ,3室1厅,71.7,1070,149233,房本满五年,南北,精装,无电梯,顶层(共6层)1986年建板楼,,-
西城,手帕口北街 ,2室1厅,47.24,497,105208,房本满五年,南,简装,无电梯,顶层(共5层)1974年建板楼,,-
西城,西便门西里 ,2室1厅,53.97,566,104874,房本满五年,东,精装,有电梯,中楼层(共20层)1983年建塔楼,,-
西城,黄寺大街24号院 ,3室1厅,102.7,1320,128530,房本满五年,西北,精装,有电梯,低楼层(共18层)1997年建塔楼,,-
西城,红居南街1号院 ,3室1厅,89.34,920,102978,房本满五年,南北,简装,无,中楼层(共6层)1997年建板楼,,-
西城,红莲北里 ,3室1厅,68.02,748,109968,房本满五年,南北,简装,无电梯,中楼层(共6层)1983年建板楼,,-
西城,塔院胡同 ,3室1厅,57.2,829,144931,房本满五年,南北,其他,无电梯,中楼层(共6层)1980年建板楼,,-
西城,天桥北里 ,2室1厅,79.52,850,106892,房本满五年,西南,简装,无电梯,高楼层(共7层)2002年建板楼,,-
西城,红莲晴园 ,3室2厅,145.35,1235,84968,房本满五年,西北,其他,有电梯,高楼层(共20层)2004年建塔楼,,-
西城,椿树馆街35号院 ,3室1厅,77.76,925,118956,,东西,精装,无电梯,高楼层(共6层)1983年建板楼,,-
西城,车站西街15号院 ,2室1厅,53.78,556,103385,,南北,简装,无电梯,中楼层(共6层)1994年建板楼,,-
西城,虎坊路小区 ,2室1厅,45.8,632,137992,,南北,简装,无电梯,中楼层(共4层)1950年建板楼,,-
西城,新明胡同 ,2室1厅,60.7,890,146623,,东南,简装,有电梯,中楼层(共18层)1991年建塔楼,,-
西城,广安门外南街 ,1室1厅,54.26,585,107815,,西南,其他,有电梯,中楼层(共6层)2007年建塔楼,,-
西城,南运巷 ,2室1厅,67.47,605,89670,,南,简装,无,低楼层(共18层)1990年建塔楼,,-
西城,新外大街10号院 ,2室1厅,61.2,886,144772,,东西,精装,无,高楼层(共6层)1994年建板楼,,-
西城,教场口9号院 ,3室1厅,85.18,1050,123269,,东南,简装,有电梯,低楼层(共22层)2003年建塔楼,,-
西城,真武庙五里 ,3室1厅,88.3,1045,118347,,南北,简装,无电梯,中楼层(共4层)1955年建板楼,,-
西城,中信禧园 ,3室2厅,125.47,1800,143461,,西北,其他,无,低楼层(共20层)2014年建板塔结合,,-
西城,南线阁 ,3室1厅,78.12,779,99719,,西南,其他,有电梯,底层(共16层)1989年建塔楼,,-
西城,四平园 ,1室1厅,47.32,615,129967,,西,精装,无电梯,低楼层(共6层)1996年建板楼,,-
西城,广安苑二期 ,2室1厅,92.53,990,106993,,南,精装,有电梯,中楼层(共23层)2002年建塔楼,,-
西城,牛街西里 ,2室1厅,76.08,680,89380,,东南,简装,有电梯,底层(共22层)2004年建塔楼,,-
西城,裕中东里 ,2室1厅,53.4,800,149813,,南北,其他,无电梯,底层(共6层)1986年建板楼,,-
西城,广安苑一期 ,2室2厅,73.67,847,114973,,东西,精装,有电梯,低楼层(共14层)1999年建板塔结合,,-
西城,牛街东里 ,2室1厅,76.9,730,94929,,西南,简装,有电梯,中楼层(共19层)2004年建塔楼,,-
西城,大井胡同 ,3室1厅,71.8,1030,143455,,南西北,精装,无电梯,顶层(共6层)1989年建板楼,,-
西城,荣丰2008 ,1室0厅,25.52,335,131270,,东,简装,无,中楼层(共26层)2006年建塔楼,,-
西城,什坊街2号院 ,2室1厅,52.4,776,148092,,东西,其他,无电梯,底层(共6层)1994年建板楼,,-
西城,前门西大街 ,3室1厅,64.86,843,129973,,南北,其他,有电梯,中楼层(共11层)1970年建板楼,,-
西城,广安苑一期 ,2室2厅,73.67,847,114973,房本满五年,东西,精装,有电梯,低楼层(共14层)1999年建板塔结合,,-
西城,前门西大街 ,3室1厅,64.86,843,129973,房本满五年,南北,其他,有电梯,中楼层(共11层)1970年建板楼,,-
西城,红莲中里 ,2室1厅,61.29,600,97896,房本满五年,东西,简装,无电梯,顶层(共6层)1986年建板楼,,-
西城,天宁寺前街北里 ,2室1厅,65.11,699,107357,房本满五年,南北,其他,无电梯,中楼层(共6层)1991年建板楼,,-
西城,白菜湾社区 ,1室1厅,42.89,510,118909,房本满五年,西,简装,无电梯,低楼层(共6层)1992年建板楼,,-
西城,万明路18号院 ,3室1厅,80.51,950,117998,房本满五年,东北,精装,有电梯,中楼层(共16层)1989年建塔楼,,-
西城,天桥北里 ,2室1厅,75.76,780,102957,房本满五年,西南,其他,无电梯,中楼层(共7层)2002年建板楼,,-
西城,荣丰2008 ,1室0厅,21.81,320,146722,房本满五年,北,精装,有电梯,低楼层(共20层)2004年建塔楼,,-
西城,双旗杆东里 ,2室1厅,60.9,860,141216,房本满五年,南,简装,无电梯,顶层(共6层)1984年建板楼,,-
西城,凌云居 ,3室1厅,127.56,1080,84667,房本满五年,东北,简装,无,低楼层(共22层)2000年建塔楼,,-
西城,右安门内大街 ,2室1厅,64.33,600,93270,房本满五年,南北,简装,无电梯,顶层(共6层)1982年建板楼,,-
西城,新街口西里一区 ,1室1厅,50.3,603,119881,,西,其他,无电梯,中楼层(共7层)2005年建板楼,,-
西城,红居南街6号院 ,2室1厅,57.37,590,102842,,南北,简装,无电梯,底层(共6层)1986年建板楼,,-
西城,新明胡同 ,2室1厅,60.7,880,144976,,东南,简装,有电梯,中楼层(共18层)1990年建塔楼,,-
西城,新外大街28号院 ,2室1厅,55.8,820,146954,,东北,简装,有电梯,中楼层(共8层)1999年建板塔结合,,-
西城,车公庄北里 ,1室1厅,44.2,508,114933,,南北,精装,有电梯,低楼层(共18层)1991年建塔楼,,-
西城,右安西里 ,3室0厅,108.48,1080,99558,,东西,简装,无,中楼层(共4层)1955年建板楼,,-
西城,六铺炕三区 ,4室2厅,119.6,1380,115385,,南北,精装,无电梯,顶层(共4层)1953年建板楼,,-
西城,红莲晴园 ,1室1厅,61.19,581,94951,,西,精装,有电梯,高楼层(共18层)2000年建塔楼,,-
西城,天宁寺东里 ,2室1厅,60.99,600,98377,,东西,其他,无电梯,中楼层(共7层)1985年建板楼,,-
西城,月坛南街19号院 ,3室1厅,100.6,1106,109941,,东西,简装,无,低楼层(共13层)1992年建板塔结合,,-
西城,虎坊路甲15号院 ,4室1厅,106.79,1175,110030,,南北,精装,无电梯,顶层(共6层)1981年建板楼,,-
西城,冰窖口胡同73号院 ,3室1厅,74.1,1019,137517,,南北,简装,无电梯,顶层(共6层)1987年建板楼,,-
西城,广益大厦 ,1室1厅,89.96,770,85594,,南北,简装,有电梯,高楼层(共16层)2006年建板塔结合,,-
西城,小红庙南里 ,2室1厅,61.18,610,99706,,东,其他,有电梯,底层(共18层)1989年建塔楼,,-
西城,裕中东里 ,2室1厅,83.3,1245,149460,,南,其他,有电梯,高楼层(共16层)1994年建塔楼,,-
西城,荣丰2008 ,1室0厅,24.03,350,145652,,北,简装,有电梯,低楼层(共26层)2006年建塔楼,,-
西城,教场口9号院 ,3室1厅,75.58,966,127812,,西北,简装,有电梯,高楼层(共21层)2003年建塔楼,,-
西城,永安路小区 ,2室1厅,64.92,600,92422,,南,简装,无电梯,底层(共4层)1957年建板楼,,-
西城,新街口七条15号院 ,2室1厅,62,700,112904,,南北,其他,无电梯,底层(共6层)1994年建板楼,,-
西城,荣丰2008 ,1室0厅,25.19,320,127035,房本满五年,西,精装,有电梯,中楼层(共26层)2006年建塔楼,,-
西城,锦上国际公寓 ,1室1厅,69.97,635,90754,房本满五年,北,精装,有电梯,中楼层(共16层)2007年建塔楼,,-
西城,前桃园1号 ,3室1厅,71,850,119719,房本满五年,南北,简装,无电梯,低楼层(共6层)1984年建板楼,,-
西城,禄长街头条19号院 ,2室1厅,59.57,630,105758,房本满五年,南北,简装,无,低楼层(共6层)1996年建板楼,,-
西城,报国寺东夹道1号院 ,2室1厅,56.91,590,103673,房本满五年,南北,简装,无电梯,中楼层(共6层)1980年建板楼,,-
西城,天桥北里 ,3室2厅,104.76,1050,100230,房本满五年,南东北,精装,有电梯,高楼层(共12层)2002年建塔楼,,-
西城,新街口西里三区 ,1室1厅,61.96,742,119755,房本满五年,东,精装,无电梯,高楼层(共6层)2007年建板楼,,-
西城,新兴东巷 ,2室1厅,60.07,700,116531,房本满五年,南北,简装,无,中楼层(共6层)1983年建板楼,,-
西城,砖塔胡同86号院 ,2室1厅,52.7,750,142315,,南北,精装,无,中楼层(共5层)1982年建板楼,,-
西城,教场口6号院 ,1室1厅,52.11,710,136251,,南北,精装,无,中楼层(共6层)2003年建板楼,,-
西城,新风街 ,3室1厅,78.4,1150,146684,,西南,毛坯,有电梯,中楼层(共16层)1990年建塔楼,,-
西城,丽水莲花 ,3室1厅,127.22,1350,106116,,西北,精装,有电梯,中楼层(共24层)2009年建塔楼,,-
西城,依莲轩 ,2室1厅,97.05,920,94797,,东南,其他,有电梯,中楼层(共24层)2001年建塔楼,,-
西城,恬心家园 ,2室2厅,87.57,790,90214,,东北,精装,有电梯,低楼层(共20层)2003年建塔楼,,-
西城,新壁街 ,3室1厅,134.6,1380,102527,,东西,其他,无电梯,高楼层(共6层)2004年建板楼,,-
西城,天桥北里 ,3室1厅,100.62,950,94415,,东南东北,精装,有电梯,低楼层(共12层)2002年建塔楼,,-
西城,裕中西里 ,2室1厅,65,974,149847,,南,精装,有电梯,低楼层(共20层)1991年建塔楼,,-
西城,北礼士路70号院 ,3室1厅,78.8,930,118021,,东南,精装,无电梯,顶层(共6层)1981年建板楼,,-
西城,德胜门西大街64号 ,2室1厅,67.8,800,117995,,西南,精装,有电梯,低楼层(共12层)1983年建板楼,,-
西城,陶然居 ,3室1厅,110.23,835,75751,,西北,简装,无,高楼层(共20层)1999年建塔楼,,-
西城,右安门内西街甲10号院 ,1室1厅,44.48,511,114884,,南,简装,无电梯,低楼层(共6层)1985年建板楼,,-
西城,人定湖西里 ,2室1厅,53,720,135850,,南北,其他,无电梯,中楼层(共5层)1958年建板楼,,-
西城,成铭大厦 ,3室2厅,209.73,1048,49970,,东西,简装,有电梯,低楼层(共22层)2000年建塔楼,,-
西城,裕中东里 ,4室2厅,121,1800,148761,,南北,简装,无电梯,高楼层(共6层)1991年建板楼,,-
西城,白菜湾社区 ,1室1厅,42.77,513,119944,,南,精装,无电梯,低楼层(共6层)1992年建板楼,,-
西城,广安门外南街 ,1室1厅,56.39,550,97536,,东西,精装,有电梯,中楼层(共12层)1998年建板塔结合,,-
西城,马连道中里 ,2室1厅,78.44,720,91790,,西南北,其他,有电梯,低楼层(共18层)1997年建塔楼,,-
西城,陶然北岸 ,2室2厅,113.74,1590,139793,,东西,其他,有电梯,高楼层(共15层)2004年建板塔结合,,-
西城,手帕口北街 ,3室1厅,56.91,520,91373,,东西,简装,无电梯,中楼层(共6层)1984年建板楼,,-
西城,广安门外南街 ,2室1厅,57.58,640,111150,,东西,简装,无电梯,中楼层(共6层)1986年建板楼,,-
西城,小红庙 ,1室1厅,37.91,398,104986,房本满五年,南,其他,无电梯,顶层(共6层)1980年建板楼,,-
西城,教场口6号院 ,1室1厅,54.42,790,145168,房本满五年,南,其他,无电梯,低楼层(共6层)2003年建板楼,,-
西城,什坊街2号院 ,2室1厅,83.2,1245,149640,房本满五年,西北,简装,有电梯,中楼层(共21层)1997年建塔楼,,-
西城,荣丰2008 ,1室0厅,40.73,450,110484,房本满五年,南西,精装,有电梯,低楼层(共16层)2007年建塔楼,,-
西城,右安门内西街甲2号院 ,3室1厅,175.01,1750,99995,房本满五年,南北,精装,无,顶层(共6层)2005年建板楼,,-
